id,Project Name,Subtype,Current Status,Capacity (MW),Year of Completion,Country list of Sponsor/Developer,Sponsor/Developer Company,Country list of Lender/Financier,Lender/Financier Company,Country list of Construction/EPC,Construction Company/EPC Participant,Country,Province/State,District,Tributary,Latitude,Longitude,Proximity,Avg. Annual Output (MWh),Data Source,Announcement/More Information,Link,Latest Update
1467,Stung Treng,Hydro,Postponed,980.0,,Cambodia,Royal Group,Vietnam,"Vietnam Urban & Industrial Zone Development
Investment Corporation (Vietnam)",,,Cambodia,Stung Treng,Stueng Traeng,Mekong Mainstream - Lower,13.57527,105.9848,,,OpenDevelopment,https://www.voanews.com/east-asia-pacific/cambodia-halts-hydropower-construction-mekong-river-until-2030,https://opendevelopmentcambodia.net/tag/stung-treng-dam/,
1468,Stung Veal Thmor Kambot,Hydro,Planned,100.0,,China,China Huadian Corporation,,,,,Cambodia,Koh Kong,Kaoh Kong,Coastal Rivers Koh Kong,11.46324,103.031852,"Actual location unknown, currently sited at locality in link/announcement",,Khmer Times,https://www.khmertimeskh.com/638580/chinese-company-asked-to-re-conduct-koh-kong-dam-study/,https://www.phnompenhpost.com/business/prospect-another-koh-kong-dam-raised,08/03/2020
1469,Su Pan 2,Hydro,Operational,34.5,2011.0,Vietnam,Song da- Hoang Lien Hydropower JSC.,,,,,Vietnam,Lào Cai,Sa Pa,Red Mainstem and Delta,22.2647,103.9622,,165000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/su-pan-2-Hydropower,,
1470,Subplu Wind Farm 1 + 2,Wind,Operational,10.0,2015.0,Thailand,Wind Energy Development Co.,,,China; Spain,"PowerChina ZhongNan (EPC) (China), Gamesa Thailand (Spain)",Thailand,Nakhon Ratchasima,Dan Khun Thot,Mun-Chi,15.12,101.48,,,Heritage,"September 2015, https://www.gunkul.com/en/our-business/power-producer/wind-farm",,
1471,Subyai Wind Power Project,Wind,Operational,90.0,2016.0,Thailand,"Chaiyaphum Wind Farm Company Limited, EGAT",ADB,ADB,,,Thailand,Chaiyaphum,K. Sap Yai,Mun-Chi,15.59889,101.5086,,,ADB,,,
1472,Sumikin Rojana Solar Plant,Solar,Under Construction,24.0,,Thailand; Japan,"Rojana Group, Sumikin Bussan",,,Thailand; Japan,"Rojana Power Co (Thailand, Japan)",Thailand,Prachin Buri,Sri Mahar Pho,Chao Phraya-Ping,13.81392,101.5378,,,World Bank,"http://ppi-re.worldbank.org/data/project/sumikin-rojana-solar-plant-6088, https://www.kepco.co.jp/english/corporate/info/international/generate/thai.html",,
1473,Sung Vui,Hydro,Operational,18.0,,Vietnam,Nam Tien Lao Cai JSC.,,,,,Vietnam,Lào Cai,Sa Pa,Red Mainstem and Delta,22.4344,103.821,,57600,Open Development Vietnam,https://vietnam.opendevelopmentmekong.net/dataset/?id=danh-sach-cac-th-y-di-n-t-i-vi-t-nam-tinh-d-n-thang-06-2016&search_query=P3BhZ2U9Mg==,,
1474,Suo Lwe (Soluu),Hydro,Planned,240.0,2025.0,China,China Southern Power Grid Yunnan International Co.,,,,,Myanmar,Shan,Kengtung,Nan Lue-Nan Lan,21.35956,100.1761,,,WLE Mekong,https://wle-mekong.cgiar.org ; https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+0,,
1475,Suoi Lum 1 (Thủy điện Suối Lừm),Hydro,Operational,20.0,2013.0,Vietnam,Nam Lum Hydro Power JSC.,,,,,Vietnam,Sơn La,Mường La,Black-Li Xian,21.3884,104.231,,80000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/suoi-lum-1-Hydropower,,
1476,Suoi Lum 3 (Thủy điện Suối Lừm),Hydro,Operational,14.0,2025.0,Vietnam,Nam Lum Hydro Power JSC.,,,,,Vietnam,Sơn La,Mường La,Black-Li Xian,21.3884,104.231,"Actual location unknown, currently sited at locality in link/announcement",,wikipedia,https://vi.wikipedia.org/wiki/Th%E1%BB%A7y_%C4%91i%E1%BB%87n_Su%E1%BB%91i_L%E1%BB%ABm,,
1477,Suoi Sap 1 (Thủy điện Suối Sập 1),Hydro,Operational,20.0,2013.0,Vietnam,Công ty Thương mại xây dựng đầu tư và Phát triển (TMXDĐT&PT) Xuân Thiện,,,,,Vietnam,Sơn La,Bắc Yên,Black-Li Xian,21.2297,104.4954,,,Wikipedia,https://vi.wikipedia.org/wiki/Th%E1%BB%A7y_%C4%91i%E1%BB%87n_Su%E1%BB%91i_S%E1%BA%ADp,http://icon.com.vn/vn-s83-99830-580/Huyen-Bac-Yen-Son-La-xay-dung-4-nha-may-thuy-dien-nho.aspx,
1478,Suoi Sap 2 (Thủy điện Suối Sập 2),Hydro,Operational,14.5,2007.0,Vietnam,Công ty Thương mại xây dựng đầu tư và Phát triển (TMXDĐT&PT) Xuân Thiện,,,,,Vietnam,Sơn La,Bắc Yên,Black-Li Xian,21.2297,104.4954,,,Wikipedia,https://vi.wikipedia.org/wiki/Th%E1%BB%A7y_%C4%91i%E1%BB%87n_Su%E1%BB%91i_S%E1%BA%ADp,https://vietnamnet.vn/vn/thoi-su/su-co-thuy-dien-o-son-la-tim-thay-8-thi-the-53306.html,
1479,Suoi Sap 3 (Thủy điện Suối Sập 3),Hydro,Operational,14.0,2011.0,Vietnam,Bac Minh Development Investment JSC,,,Vietnam,"Công ty Cổ phần tư vấn xây dựng điện 1 (design consultant, engineering consultant)",Vietnam,Sơn La,Phù Yên,Black-Li Xian,21.2235,104.4954,,50500,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/suoi-sap-3-Hydropower,http://sbm.com.vn/6_ProduceDetail_222_275_388__du-an-thuy-dien-suoi-sap-3.aspx,
1480,Suoi Vang (AnKroet),Hydro,Operational,3.1,1945.0,Vietnam,Vietnam Electricity (EVN),,,,,Vietnam,Lâm Đồng,Lạc Dương,Dong Nai,11.9921,108.3708,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/suoi-vang-Hydropower,,
1481,Superblock Bac Lieu,Wind,Planned,142.0,2020.0,Thailand,Superblock Pcl,,,,,Vietnam,Bạc Liêu,Giá Rai,Vietnam Mekong Delta,9.253889,105.5125,"Actual location unknown, currently sited at locality in link/announcement",,Stimson database,https://mobile-reuters-com.cdn.ampproject.org/c/s/mobile.reuters.com/article/amp/idUSKBN1FT155,,
1482,Superblock Ca Mau,Wind,Planned,100.0,2020.0,Thailand,Superblock Pcl,,,,,Vietnam,Cà Mau,Đầm Dơi,Vietnam Mekong Delta,8.962222,105.1258,"Actual location unknown, currently sited at locality in link/announcement",,Stimson database,,,
1483,Superblock Soc Trang,Wind,Planned,98.0,2020.0,Thailand,Superblock Pcl,,,,,Vietnam,Sóc Trăng,Sóc Trăng,Vietnam Mekong Delta,9.600833,105.9594,"Actual location unknown, currently sited at locality in link/announcement",,Stimson database,,,
1484,Surat Thani,Mixed Fossil Fuel,Operational,244.0,2001.0,Thailand,EGAT,,,,,Thailand,Surat Thani,Phunphin,Ta Pi,9.071476,99.22553,,,Electricity Generating Authority of Thailand,"https://www.egat.co.th/en/index.php?option=com_content&view=article&id=42&Itemid=117
https://www.industryabout.com/country-territories-3/2062-thailand/fossil-fuels-energy/31369-surat-thani-gas-power-plant",,
1485,Surat Thani,Gas,Operational,244.0,2001.0,Thailand,EGAT,,,,,Thailand,Surat Thani,Phunphin,Ta Pi,9.0723,99.2418,,998951.6,World Resources Institute,http://www.egat.co.th/en/index.php?option=com_content&view=article&id=92&Itemid=123,,
1486,Surat Thani Biomass Power Generation,Biomass,Operational,9.95,2007.0,Thailand,Surat Thani Green Energy Co,,,Japan,Agritech Marketing Co; NES Japan Co. Ltd; Mitsubishi UFJ Morgan Stanley Securities Co. Ltd.,Thailand,Surat Thani,Ban Na Doem,Ta Pi,8.959575,99.22267,,,"Meidensha, UNFCCC",Empty fruit bunches (palm kernel shells),https://www.meidensha.com/products/case/prod_01/prod_01_02/prod_01_02_02/1210629_4244.html https://cdm.unfccc.int/Projects/DB/DNV-CUK1200412599.62/view,
1487,Surat Thani Solar Power Plant,Solar,Operational,1.0,,Thailand,Thai Solar Energy Public Company Limited (TSE),,,,,Thailand,Surat Thani,Muang Surat Thani,Khong Phum Duang,9.1178,99.2995,,1333.654,World Resources Institute,http://www.thaisolarenergy.com/project.php?menu=future_projects,,
1488,Surin 1 Solar Power Plant,Solar,Operational,7.4,2014.0,Thailand,Solar Power (Surin 1) Company Limited (Solar Power Co. Ltd; PEA ENCOM Co. Ltd),,,,,Thailand,Surin,Samrong Thap,Mun-Chi,15.078,103.8864,,9869.042,World Resources Institute,https://www.spcg.co.th/en/getSubsibiaries/33,,
1489,Surin 2 Solar Power Plant,Solar,Operational,7.4,2014.0,Thailand,Solar Power (Surin 2) Company Limited (Solar Power Co. Ltd; PEA ENCOM Co. Ltd),,,,,Thailand,Surin,Sangkha,Mun-Chi,14.6283,103.8105,,9869.042,World Resources Institute,https://www.spcg.co.th/en/getSubsibiaries/34,,
1490,Surin 3 Solar Power Plant,Solar,Operational,7.4,2014.0,Thailand,Solar Power (Surin 3) Company Limited (Solar Power Co. Ltd),,,,,Thailand,Surin,Tha Tum,Mun-Chi,15.3723,103.69,,9869.042,World Resources Institute,https://www.spcg.co.th/en/getSubsibiaries/29,,
1491,Suvannaphum Power Plant,Coal,Operational,10.0,2008.0,Thailand; Cambodia,Suvannaphum Investment Co.,,,,,Cambodia,Kandal,Kien Svay,Mekong Mainstem - Lower Cambodia Floodplain,11.37626,105.252,,,VDB LOI,http://suvannaphum.codeclans.asia/power-plant,,
1492,Svay Rieng Solar,Solar,Under Construction,20.0,2021.0,Cambodia; Malaysia,Pestech International,,,,,Cambodia,Svay Rieng,Svay Teab,Song Vam Ca Tay,11.0865966389439,105.829851418133,"Actual location unknown, currently sited at locality in link/announcement",,Online,https://www.akp.gov.kh/post/detail/13129; https://www.pv-magazine.com/2019/07/15/cambodia-approves-four-pv-projects-totaling-140-mw/; https://www.phnompenhpost.com/business/malaysian-firm-buys-stake-energy-company; https://www.khmertimeskh.com/50789427/sunny-days-for-solar-power/,,12/28/2020
1493,Sông Hinh Hydro,Hydro,Operational,64.0,,Vietnam,EVN,,,,,Vietnam,Phú Yên,Sông Hinh,Song Da Rang-Song Ba,12.92278,109.0175,,,Wikipedia,https://www.mbs.com.vn/Upload/a_TLS/Equity/EquityUpdate_%20VSH_230811_EN.pdf,,
1494,T.H. Pellet Watewater Treatment,Waste,Unknown,1.0,,Thailand,T.H. Pellet Co. Ltd.,,,Japan,Marubeni Co.,Thailand,Nakhon Ratchasima,Sikhiu,Mun-Chi,14.91003,101.7127,,,UNFCCC,Biogas from wastewater from tapioca starch,https://cdm.unfccc.int/Projects/DB/JCI1274860553.31/view,
1495,Ta Khit Solar Power Plant,Solar,Operational,7.6,,Thailand,G-Power Source Co Ltd,,,,,Thailand,Nakhon Sawan,Banphot Phisai,Chao Phraya-Ping,16.0266,99.8885,,10135.77,World Resources Institute,http://www.egco.com/en/corperate_com_press_detail.asp?press_id=206&iYear=2014,,
1496,Ta Loi 3,Hydro,Operational,7.5,2012.0,Greece,Intracom,,,,,Vietnam,Lào Cai,Bát Xát,Red Mainstem and Delta,22.4875,103.6653,,30000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ta-loi-3-Hydropower,,
1497,Ta Niet,Hydro,Operational,3.6,2014.0,Vietnam,Ta Niet Hydro Power JSC,,,,,Vietnam,Sơn La,Mộc Châu,Black-Li Xian,20.8944,104.5229,,18000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ta-niet-Hydropower,,
1498,Ta Sang,Solar,Operational,7.6,2012.0,Thailand,"G-Power Source Co., Ltd (Gunkul Engineering Plc.)",,,,,Thailand,Nakhon Sawan,Banphot Phisai,Chao Phraya-Ping,16.01863,99.98738,,,Industry About,https://www.industryabout.com/country-territories-3/2068-thailand/solar-energy/31504-ta-sang-solar-power-plant,,
1499,Ta Thang,Hydro,Operational,60.0,2013.0,Vietnam,Lao Cai Vietracimex Electricity JSC.; Vietnam Trading Engineering Company,Japan,JBIC,,,Vietnam,Lào Cai,Sa Pa,Red Mainstem and Delta,22.2987,104.0221,,242000,Open Development Vietnam,"https://data.opendevelopmentmekong.net/vi/library_record/ta-thang-Hydropower; https://en.evn.com.vn/userfile/User/huongbtt/files/2018/1/Quyetinh95CUCDTDL2017.pdf
https://cdm.unfccc.int/Projects/DB/RWTUV1322149039.33/view",,
1500,Ta Trach,Hydro,Operational,21.0,2013.0,Vietnam,Bitexco Group,,,,,Vietnam,Thừa Thiên Huế,Hương Thủy,Song Trach,16.3164,107.6374,,85000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ta-trach-Hydropower,,
1501,Ta Vi,Hydro,Operational,3.0,2011.0,Vietnam,Manh Nam Pressure Mechanical JSC,,,,,Vietnam,Quảng Nam,Bắc Trà My,Song Thu Bon Mainstem,15.2624,108.1466,,10000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ta-vi-Hydropower,,
1502,Tad Sampamit,Hydro,Planned,5.0,,Thailand,Charoen Xaytong Construction,,,,,Laos,Champasak,Pathoomphone,Mekong Mainstream - Lower,14.66278,105.9689,"Actual location unknown, currently sited at locality in link/announcement",,"Ministry of Energy and Mines, Lao PDR",Signed MOU 4/12/2014,,
1503,Tadsakoi (Xaybangluang 2),Hydro,Under Construction,30.0,,Thailand; Laos,"B. Grimm Power Pcl, Daosavan Investment and Construction Group Sole Company",,,,,Laos,Savannakhét,Khanthabouly,Mekong Mainstream - Lower,16.57222,104.7703,"Actual location unknown, currently sited at locality in link/announcement",,World Bank,"MOU signed; http://documents.worldbank.org/curated/en/160621508232662247/pdf/120466-ESM-P163979-PUBLIC-LaoPDRHydropowerMappingInceptionReportWBESMAPJuly.pdf; https://www.bgrimmpower.com/en/power-plants/overseas/99/tadsakoi-hydro-power-co-ltd, http://annx",,
1504,Tadsalaem,Hydro,Operational,3.2,2012.0,Thailand,SIC Manufacturer,,,,,Laos,Savannakhét,Champhone,Xe Banghiang,16.5472,105.06,,,"Ministry of Energy and Mines, Lao PDR",,,
1505,Taikgyi,Wind,Planned,40.0,,China,China Three Gorges,,,,,Myanmar,Yangon,Yangon-N,Irrawaddy Mainstem and Delta,17.31463,95.94579,"Actual location unknown, currently sited at locality in link/announcement",,Myanmar Institute for Peace and Security,http://www.oilseedcrops.org/wp-content/uploads/2013/06/Ministry-of-Electric-Power-Myanmar-Wind-Power-Resources-Survey-2012-.pdf; https://www.asiabiomass.jp/english/topics/1509_05.html,,
1506,Takhian - Sonnedix Solar Power Plant,Solar,Operational,7.5,,Thailand,"Chiangrai Solar Company ,Ltd.",,,,,Thailand,Nakhon Ratchasima,Dan Khun Thot,Mun-Chi,15.1183,101.7346,,10002.41,World Resources Institute,http://www.sonnedix.com/power-plants/list-of-plants/operating/,,
1507,Tam Jae,Hydro,Planned,5.0,,Thailand,DMD Patana Company Ltd,,,,,Laos,Xiangkhoang,Kham,Nam Mat,19.61472,103.7275,"Actual location unknown, currently sited at locality in link/announcement",,"Ministry of Energy and Mines, Lao PDR",Signed MOU 12/1/2012,,
1508,Tan Lap (Điện gió Tân Lập),Wind,Planned,30.0,,Vietnam,Công ty Cổ phần Đầu tư Điện lực 3 (PC3-INVEST),,,,,Vietnam,Quảng Trị,Hướng Hóa,Xe Banghiang,16.60962,106.6921,"Actual location unknown, currently sited at locality in link/announcement",,News,https://dpi.quangtri.gov.vn/vi/van-ban-tiep-nhan/Cong-van/V-v-bo-sung-quy-hoach-Du-an-Nha-may-dien-gio-Tan-Lap-vao-Quy-9222/,http://pc3invest.vn/news/view/pc3_invest_nghien_cuu_dau_tu_nha_may_dien_gio_dien_mat_troi/page:6,
1509,Tan Linh (Điện gió Tân Linh),Wind,Under Construction,48.0,2021.0,Vietnam,Công ty CP Đầu tư xây dựng và thương mại Phú Điền,,,Denmark,Vestas,Vietnam,Quảng Trị,Hướng Hóa,Xe Banghiang,16.66516,106.6938,"Actual location unknown, currently sited at locality in link/announcement",173500,Sponsor Website,http://www.tietkiemnangluong.vn/d6/news/Quang-Tri-se-co-them-3-nha-may-dien-gio-tong-muc-dau-tu-gan-5000-ty-dong-115-109-12521.aspx; https://energynorthern.com/2020/05/01/vestas-wins-new-order-for-two-vietnam-wind-projects/; https://bnews.vn/quang-tri-chuan-bi-dua-vao-van-hanh-hang-chuc-du-an-dien-gio/184332.html,http://xml2.quangtri.gov.vn/xml_skhdt/VBDI/SKHDT-BC-40-2019.pdf,04/30/2021
1510,Tan Phuoc 1,Gas,Planned,1200.0,2027.0,Vietnam,EVN,,,,,Vietnam,Tiền Giang,Gò Công Đông,Song Vam Co Dong,10.445,106.7066,"Actual location unknown, currently sited at locality in link/announcement",,Sourcewatch,https://www.norwep.com/content/download/40625/297656/version/3/file/2.EVN-LNG+Norway+Embassy_D.pdf,,12/21/2020
1511,Tan Phuoc 2,Gas,Planned,1200.0,2028.0,Vietnam,EVN,,,,,Vietnam,Tiền Giang,Gò Công Đông,Song Vam Co Dong,10.445,106.7066,"Actual location unknown, currently sited at locality in link/announcement",,Sourcewatch,https://www.norwep.com/content/download/40625/297656/version/3/file/2.EVN-LNG+Norway+Embassy_D.pdf,,12/21/2020
1512,Tan Thanh (Nhà máy nhiệt điện Tân Thành),Coal,Cancelled,2400.0,,Japan,J-Power,Japan,,,,Vietnam,Bà Rịa - Vũng Tàu,Tân Thành,Coastal Tributaries Ba Ria-Dong Nai-HCMC,10.58584,107.0301,"Actual location unknown, currently sited at locality in link/announcement",,Sourcewatch,http://baobariavungtau.com.vn/cat-luu-du-lieu-cu/200705/Cong-ty-J-PoWeR-de-xuat-dau-tu-du-an-Nha-may-nhiet-dien-dot-than-tai-huyen-Tan-Thanh-211939/,,12/21/2020
1513,Tan Thuan Wind Power Project,Wind,Under Construction,90.0,2021.0,Vietnam,Ca Mau Renewable Energy Investment JSC,,,Vietnam; China,Power Engineering Consulting JSC No. 2; Energy China,Vietnam,Cà Mau,Đầm Dơi,Vietnam Mekong Delta,9.00175832447519,105.390525995605,"Actual location unknown, currently sited at locality in link/announcement",220000,Media,https://www.renewableenergyworld.com/2020/07/16/vietnams-tan-thuan-and-thai-hoa-wind-farms-to-use-5-mw-turbines-from-siemens/#gref; https://www.offshorewind.biz/2017/10/17/ustda-continues-support-for-vietnams-offshore-wind-with-new-grant/; https://www.offshorewind.biz/2020/07/15/vietnams-largest-nearshore-wind-farm-to-feature-siemens-gamesa-turbines/; https://twitter.com/EnergyChinaNews/status/1336177191407611904,http://nangluongvietnam.vn/news/en/nuclear-renewable/starting-tan-thuan-wind-power-project.html,12/28/2020
1514,Tanintharyi,Coal,Planned,1800.0,,Thailand; Japan; Myanmar,"Global Power Synergy Plc (subsidiary of Thailand government-backed PTT Plc), Marubeni Corporation, Electricity Generating Authority, SRI Energy Co, Ayeyar Hinthar Holdings Co.",,,,,Myanmar,Tanintharyi,Mergui,Coastal Rivers North of Mergui,12.43333,98.6,"Actual location unknown, currently sited at locality in link/announcement",,Myanmar Institute for Peace and Security,https://www.sourcewatch.org/index.php?title=Tanintharyi_power_station,,
1515,Tata - Solar Power Plant,Solar,Planned,49.0,2019.0,India; Vietnam,"Công ty Tata Power Limited -- subsidiary of Tập đoàn Tata Power Company Limited, Alphanam Group, EVN Tập Đoàn Điện lực Việt Nam",,,,,Vietnam,Bình Phước,Lộc Ninh,Song Saigon,11.88808,106.503,,,Sponsor Website,https://www.pv-magazine.com/2017/04/05/tata-solar-plans-100-mw-pv-project-in-vietnam/; http://tietkiemnangluong.vn/d6/news/Du-an-dien-mat-troi-54-trieu-USD-tai-tinh-Binh-Phuoc-115-109-10069.aspx,,
1516,Taunggut,Wind,Planned,96.0,,China,China Three Gorges,,,,,Myanmar,Shan,Taunggye,Nam Pawn,20.78708,96.97998,"Actual location unknown, currently sited at locality in link/announcement",,Myanmar Institute for Peace and Security,http://www.oilseedcrops.org/wp-content/uploads/2013/06/Ministry-of-Electric-Power-Myanmar-Wind-Power-Resources-Survey-2012-.pdf; https://www.asiabiomass.jp/english/topics/1509_05.html,,
1517,Tay Nguyen wind farm - Dlie Yang (Nhà máy điện gió Dlieyang),Wind,Operational,436.0,2019.0,Vietnam,HBRE Wind Power Solution Co,,,,,Vietnam,Đắk Lắk,Ea H'leo,Srepok,13.16117,108.2694,,450000,Stimson database,https://renewablesnow.com/news/hbre-wind-breaks-ground-on-120-mw-project-in-vietnam-report-467995/,https://en.nhandan.org.vn/business/item/7731002-central-highland-provinces-enhance-development-of-renewable-energy.html,
1518,Tay Ninh,Solar,Under Construction,320.0,2020.0,Vietnam,TTC Corporation,,,,,Vietnam,Tây Ninh,Tây Ninh,Song Vam Co Dong,11.33667,106.1092,"Actual location unknown, currently sited at locality in link/announcement",,Stimson database,https://asia.nikkei.com/Politics-Economy/Economy/Vietnam-sees-solar-power-construction-boom-as-nation-goes-green,,
1519,TBEC Tha Chang Biogas Project,Waste,Unknown,2.8,,Thailand,Thai Biogas Energy Co. Ltd.,Thailand,Carbon Bridge Pte Ltd.,,,Thailand,Surat Thani,Tha Chang,Coastal Rivers Chumphon-Surat Thani,9.28055,99.14205,,,UNFCCC,Biogas from wastewater from palm oil and rubber production,https://cdm.unfccc.int/Projects/DB/TUEV-SUED1252932783.27/view,
1520,Tha Chana,Nuclear,Planned,,,Thailand,EGAT,,,,,Thailand,Trat,Muang Trat,Coastal Rivers Trat Chantaburi,12.32844,102.5503,"Actual location unknown, currently sited at locality in link/announcement",,Wikipedia,,,
